vartotojo_id,sesijos_id,data,wpm,tikslumas,klaidos,trukme_sekundemis,sudetingumas
3,22,2025-01-23,49.44,87.38,2,60,sunkus
3,23,2025-01-24,56.31,87.73,2,60,sunkus
3,24,2025-01-25,50.08,90.3,1,60,sunkus
3,25,2025-01-26,43.7,90.0,2,60,vidutinis
3,26,2025-01-27,51.42,85.29,4,60,vidutinis
3,27,2025-01-28,58.91,87.82,4,60,sunkus
3,28,2025-01-29,54.31,88.98,2,60,lengvas
3,29,2025-01-30,55.44,87.33,2,60,sunkus
3,30,2025-01-31,49.95,91.31,2,60,vidutinis
4,1,2025-01-02,64.61,86.16,4,60,lengvas
4,2,2025-01-03,57.0,85.54,4,60,vidutinis
4,3,2025-01-04,50.01,91.09,2,60,vidutinis
4,4,2025-01-05,64.98,86.9,3,60,vidutinis
4,5,2025-01-06,61.0,86.88,4,60,lengvas
4,6,2025-01-07,61.33,84.55,4,60,lengvas
4,7,2025-01-08,64.67,87.28,4,60,lengvas
4,8,2025-01-09,56.44,85.85,4,60,sunkus
4,9,2025-01-10,60.43,86.09,3,60,vidutinis
4,10,2025-01-11,64.75,82.54,3,60,vidutinis
4,11,2025-01-12,56.95,88.52,3,60,lengvas
4,12,2025-01-13,62.73,86.64,3,60,vidutinis
4,13,2025-01-14,61.48,83.23,3,60,lengvas
4,14,2025-01-15,66.03,91.6,1,60,vidutinis
4,15,2025-01-16,67.47,81.2,3,60,vidutinis
4,16,2025-01-17,57.47,85.31,3,60,vidutinis
4,17,2025-01-18,69.26,85.71,2,60,sunkus
4,18,2025-01-19,64.68,87.37,3,60,sunkus
4,19,2025-01-20,71.83,83.1,5,60,sunkus
4,20,2025-01-21,69.77,79.95,4,60,vidutinis
4,21,2025-01-22,62.21,86.38,2,60,sunkus
4,22,2025-01-23,71.89,80.18,4,60,sunkus
4,23,2025-01-24,64.03,87.57,3,60,sunkus
4,24,2025-01-25,67.19,80.68,4,60,vidutinis
4,25,2025-01-26,72.32,81.68,4,60,lengvas
4,26,2025-01-27,72.16,81.55,4,60,sunkus
4,27,2025-01-28,64.26,84.42,3,60,lengvas
4,28,2025-01-29,69.74,83.11,4,60,vidutinis
4,29,2025-01-30,74.15,81.58,5,60,lengvas
4,30,2025-01-31,68.62,85.02,2,60,sunkus
5,1,2025-01-02,42.13,86.79,4,60,sunkus
5,2,2025-01-03,45.27,90.84,2,60,lengvas
5,3,2025-01-04,39.69,87.92,2,60,vidutinis
5,4,2025-01-05,39.46,91.96,1,60,lengvas
5,5,2025-01-06,41.2,89.2,3,60,lengvas
5,6,2025-01-07,46.27,91.35,1,60,sunkus
5,7,2025-01-08,47.83,89.12,4,60,vidutinis
5,8,2025-01-09,47.37,89.13,4,60,vidutinis
5,9,2025-01-10,40.31,91.79,2,60,sunkus
5,10,2025-01-11,39.22,90.32,1,60,lengvas
5,11,2025-01-12,43.94,85.72,3,60,sunkus
5,12,2025-01-13,34.98,91.32,3,60,lengvas
5,13,2025-01-14,43.93,90.19,3,60,vidutinis
5,14,2025-01-15,42.94,89.58,4,60,sunkus
5,15,2025-01-16,29.78,91.84,3,60,sunkus
5,16,2025-01-17,49.66,87.23,3,60,lengvas
5,17,2025-01-18,36.34,91.14,3,60,sunkus
5,18,2025-01-19,52.85,88.33,4,60,sunkus
5,19,2025-01-20,40.55,89.49,4,60,vidutinis
5,20,2025-01-21,42.63,90.03,1,60,sunkus
5,21,2025-01-22,43.12,87.46,3,60,sunkus
5,22,2025-01-23,37.57,92.9,2,60,vidutinis
5,23,2025-01-24,41.74,88.64,2,60,lengvas
5,24,2025-01-25,52.87,86.76,4,60,sunkus
5,25,2025-01-26,41.75,89.68,4,60,lengvas
5,26,2025-01-27,45.58,90.21,2,60,lengvas
5,27,2025-01-28,54.03,85.26,4,60,lengvas
5,28,2025-01-29,43.96,88.72,2,60,vidutinis
5,29,2025-01-30,37.1,90.8,3,60,lengvas
5,30,2025-01-31,40.22,90.57,3,60,vidutinis
6,1,2025-01-02,39.55,90.99,1,60,sunkus
6,2,2025-01-03,29.4,91.66,2,60,vidutinis
6,3,2025-01-04,39.72,91.92,2,60,lengvas
6,4,2025-01-05,28.59,89.73,2,60,lengvas
6,5,2025-01-06,39.33,90.37,1,60,sunkus
6,6,2025-01-07,33.62,93.25,1,60,vidutinis
6,7,2025-01-08,42.51,90.26,1,60,sunkus
6,8,2025-01-09,43.38,89.89,2,60,sunkus
6,9,2025-01-10,50.6,89.69,3,60,sunkus
6,10,2025-01-11,44.76,91.53,3,60,lengvas
6,11,2025-01-12,37.55,91.53,1,60,sunkus
6,12,2025-01-13,36.25,92.41,3,60,vidutinis
6,13,2025-01-14,41.17,90.13,1,60,sunkus
6,14,2025-01-15,41.78,89.82,4,60,sunkus
6,15,2025-01-16,39.83,92.73,3,60,sunkus
6,16,2025-01-17,47.11,87.95,2,60,lengvas
6,17,2025-01-18,37.64,88.44,4,60,vidutinis
6,18,2025-01-19,48.2,87.02,3,60,sunkus
6,19,2025-01-20,42.96,91.84,1,60,lengvas
6,20,2025-01-21,43.92,90.08,3,60,lengvas
6,21,2025-01-22,27.93,93.66,1,60,lengvas
6,22,2025-01-23,46.48,90.27,2,60,vidutinis
6,23,2025-01-24,33.59,93.25,2,60,lengvas
6,24,2025-01-25,43.09,90.72,1,60,lengvas
6,25,2025-01-26,46.35,88.83,4,60,sunkus
6,26,2025-01-27,35.69,91.89,1,60,lengvas
6,27,2025-01-28,46.04,89.08,2,60,vidutinis
6,28,2025-01-29,47.25,90.52,2,60,vidutinis
6,29,2025-01-30,34.41,89.8,2,60,vidutinis
6,30,2025-01-31,41.48,90.32,2,60,sunkus
7,1,2025-01-02,55.82,87.95,4,60,sunkus
7,2,2025-01-03,45.54,86.44,3,60,vidutinis
7,3,2025-01-04,69.22,82.24,3,60,lengvas
7,4,2025-01-05,56.75,85.4,4,60,sunkus
7,5,2025-01-06,59.2,87.8,4,60,lengvas
7,6,2025-01-07,57.38,89.41,3,60,vidutinis
7,7,2025-01-08,61.76,85.02,3,60,vidutinis
7,8,2025-01-09,55.48,87.78,3,60,sunkus
7,9,2025-01-10,52.94,83.79,4,60,sunkus
7,10,2025-01-11,60.05,88.22,4,60,vidutinis
7,11,2025-01-12,58.85,81.61,4,60,sunkus
7,12,2025-01-13,72.49,85.69,3,60,vidutinis
7,13,2025-01-14,62.65,83.25,4,60,vidutinis
7,14,2025-01-15,63.24,83.87,5,60,vidutinis
7,15,2025-01-16,67.36,85.88,3,60,sunkus
7,16,2025-01-17,60.32,86.68,4,60,sunkus
7,17,2025-01-18,52.75,84.57,5,60,sunkus
7,18,2025-01-19,59.57,85.2,2,60,lengvas
7,19,2025-01-20,65.51,87.45,2,60,vidutinis
7,20,2025-01-21,69.6,85.81,4,60,lengvas
7,21,2025-01-22,67.97,82.32,5,60,lengvas
7,22,2025-01-23,64.93,81.83,4,60,sunkus
7,23,2025-01-24,62.72,82.83,3,60,vidutinis
7,24,2025-01-25,65.71,83.74,5,60,sunkus
7,25,2025-01-26,68.74,83.04,5,60,lengvas
7,26,2025-01-27,64.98,84.86,4,60,lengvas
7,27,2025-01-28,58.17,88.21,2,60,sunkus
7,28,2025-01-29,67.78,86.99,3,60,lengvas
7,29,2025-01-30,58.91,88.81,3,60,sunkus
7,30,2025-01-31,71.33,83.11,5,60,sunkus
8,1,2025-01-02,48.99,85.13,2,60,lengvas
8,2,2025-01-03,51.09,87.39,4,60,vidutinis
8,3,2025-01-04,35.89,91.19,3,60,vidutinis
8,4,2025-01-05,53.13,90.4,3,60,sunkus
8,5,2025-01-06,55.9,86.11,4,60,lengvas
8,6,2025-01-07,46.65,91.43,2,60,sunkus
8,7,2025-01-08,53.5,90.13,2,60,vidutinis
8,8,2025-01-09,54.32,87.91,4,60,lengvas
8,9,2025-01-10,49.13,89.81,2,60,sunkus
8,10,2025-01-11,50.85,89.38,4,60,lengvas
8,11,2025-01-12,53.96,85.47,2,60,lengvas
8,12,2025-01-13,50.64,89.27,2,60,vidutinis
8,13,2025-01-14,58.08,88.95,3,60,sunkus
8,14,2025-01-15,58.63,83.7,3,60,sunkus
8,15,2025-01-16,48.94,85.67,2,60,sunkus
8,16,2025-01-17,50.72,84.87,4,60,lengvas
8,17,2025-01-18,57.93,86.92,2,60,vidutinis
8,18,2025-01-19,56.98,88.91,4,60,lengvas
8,19,2025-01-20,56.38,87.21,4,60,vidutinis
8,20,2025-01-21,62.93,85.38,4,60,sunkus
8,21,2025-01-22,57.45,89.76,4,60,vidutinis
8,22,2025-01-23,43.26,89.32,3,60,vidutinis
8,23,2025-01-24,48.92,91.17,3,60,vidutinis
8,24,2025-01-25,55.68,87.05,2,60,lengvas
8,25,2025-01-26,56.35,87.82,3,60,sunkus
8,26,2025-01-27,61.56,83.28,4,60,vidutinis
8,27,2025-01-28,42.87,87.06,4,60,vidutinis
8,28,2025-01-29,50.45,87.09,4,60,vidutinis
8,29,2025-01-30,62.97,83.99,5,60,lengvas
8,30,2025-01-31,53.75,90.54,1,60,sunkus
9,1,2025-01-02,51.76,86.09,3,60,lengvas
9,2,2025-01-03,52.64,89.06,2,60,sunkus
9,3,2025-01-04,55.64,88.63,4,60,vidutinis
9,4,2025-01-05,54.26,87.12,4,60,sunkus
9,5,2025-01-06,54.85,84.55,5,60,vidutinis
9,6,2025-01-07,52.67,87.41,4,60,vidutinis
9,7,2025-01-08,49.87,86.85,2,60,sunkus
9,8,2025-01-09,52.55,86.21,3,60,lengvas
9,9,2025-01-10,53.54,87.23,4,60,lengvas
9,10,2025-01-11,49.01,88.85,2,60,vidutinis
9,11,2025-01-12,56.49,83.46,3,60,sunkus
9,12,2025-01-13,60.31,86.22,2,60,lengvas
9,13,2025-01-14,53.79,86.18,4,60,lengvas
9,14,2025-01-15,49.8,86.96,2,60,sunkus
9,15,2025-01-16,56.02,84.05,3,60,lengvas
9,16,2025-01-17,50.79,83.93,3,60,lengvas
9,17,2025-01-18,52.95,86.18,2,60,vidutinis
9,18,2025-01-19,51.18,90.64,3,60,vidutinis
9,19,2025-01-20,45.53,89.94,3,60,lengvas
9,20,2025-01-21,53.33,87.04,2,60,sunkus
9,21,2025-01-22,44.83,89.55,3,60,sunkus
9,22,2025-01-23,52.29,85.77,4,60,lengvas
9,23,2025-01-24,64.11,85.63,4,60,sunkus
9,24,2025-01-25,49.91,87.43,3,60,sunkus
9,25,2025-01-26,48.66,87.41,2,60,vidutinis
9,26,2025-01-27,62.13,87.95,3,60,vidutinis
9,27,2025-01-28,48.22,91.05,2,60,sunkus
9,28,2025-01-29,52.65,85.83,3,60,sunkus
9,29,2025-01-30,58.8,86.6,3,60,lengvas
9,30,2025-01-31,62.66,84.05,5,60,vidutinis
10,1,2025-01-02,26.68,96.62,0,60,sunkus
10,2,2025-01-03,14.31,93.34,3,60,vidutinis
10,3,2025-01-04,20.24,95.0,2,60,sunkus
10,4,2025-01-05,18.54,96.89,0,60,sunkus
10,5,2025-01-06,24.54,94.33,2,60,sunkus
10,6,2025-01-07,24.56,90.77,3,60,vidutinis
10,7,2025-01-08,20.28,97.49,2,60,sunkus
10,8,2025-01-09,31.82,89.29,2,60,lengvas
10,9,2025-01-10,28.65,94.08,2,60,vidutinis
10,10,2025-01-11,29.45,92.87,3,60,vidutinis
10,11,2025-01-12,29.13,96.84,0,60,sunkus
10,12,2025-01-13,31.56,91.4,2,60,vidutinis
10,13,2025-01-14,33.42,93.38,2,60,vidutinis
10,14,2025-01-15,27.98,91.38,3,60,sunkus
10,15,2025-01-16,29.26,90.85,2,60,lengvas
10,16,2025-01-17,36.28,92.53,1,60,vidutinis
10,17,2025-01-18,21.28,91.02,2,60,lengvas
10,18,2025-01-19,20.44,90.69,2,60,lengvas
10,19,2025-01-20,30.34,92.04,1,60,vidutinis
10,20,2025-01-21,34.88,91.42,1,60,sunkus
10,21,2025-01-22,32.22,91.46,2,60,sunkus
10,22,2025-01-23,28.03,89.01,2,60,lengvas
10,23,2025-01-24,33.44,92.29,2,60,sunkus
10,24,2025-01-25,25.65,90.11,3,60,vidutinis
10,25,2025-01-26,29.52,89.93,4,60,vidutinis
10,26,2025-01-27,26.87,88.86,3,60,vidutinis
10,27,2025-01-28,22.14,96.54,2,60,lengvas
10,28,2025-01-29,25.81,92.01,1,60,lengvas
10,29,2025-01-30,22.99,93.82,3,60,lengvas
10,30,2025-01-31,34.01,91.56,2,60,sunkus
11,1,2025-01-02,19.43,96.89,0,60,vidutinis
11,2,2025-01-03,21.58,94.54,3,60,sunkus
11,3,2025-01-04,18.81,91.75,1,60,vidutinis
11,4,2025-01-05,26.02,95.71,0,60,vidutinis
11,5,2025-01-06,17.19,94.39,3,60,sunkus
11,6,2025-01-07,26.59,89.57,2,60,sunkus
11,7,2025-01-08,25.65,92.98,3,60,sunkus
11,8,2025-01-09,25.78,94.02,2,60,vidutinis
11,9,2025-01-10,23.64,91.24,1,60,vidutinis
11,10,2025-01-11,33.85,89.51,4,60,vidutinis
11,11,2025-01-12,30.37,92.41,2,60,sunkus
11,12,2025-01-13,34.62,90.39,1,60,vidutinis
11,13,2025-01-14,31.33,90.47,3,60,sunkus
11,14,2025-01-15,45.66,91.57,3,60,sunkus
11,15,2025-01-16,30.69,92.15,3,60,vidutinis
11,16,2025-01-17,31.49,90.28,1,60,vidutinis
11,17,2025-01-18,34.25,92.82,3,60,sunkus
11,18,2025-01-19,40.96,88.16,4,60,sunkus
11,19,2025-01-20,32.32,90.07,3,60,sunkus
11,20,2025-01-21,29.69,89.01,2,60,sunkus
11,21,2025-01-22,31.55,94.08,2,60,vidutinis
11,22,2025-01-23,26.48,92.12,2,60,lengvas
11,23,2025-01-24,40.36,86.91,3,60,lengvas
11,24,2025-01-25,33.87,94.93,2,60,sunkus
11,25,2025-01-26,37.39,92.99,3,60,lengvas
11,26,2025-01-27,34.85,90.04,1,60,vidutinis
11,27,2025-01-28,28.5,92.64,1,60,lengvas
11,28,2025-01-29,33.0,91.19,1,60,lengvas
11,29,2025-01-30,40.07,86.28,3,60,sunkus
11,30,2025-01-31,35.55,91.05,1,60,lengvas
12,1,2025-01-02,30.71,93.78,1,60,vidutinis
12,2,2025-01-03,22.42,92.78,2,60,lengvas
12,3,2025-01-04,28.56,92.06,3,60,vidutinis
12,4,2025-01-05,35.12,90.86,1,60,sunkus
12,5,2025-01-06,37.19,89.61,3,60,lengvas
12,6,2025-01-07,38.8,89.64,4,60,sunkus
12,7,2025-01-08,36.33,94.89,1,60,sunkus
12,8,2025-01-09,32.75,93.1,3,60,vidutinis
12,9,2025-01-10,33.31,88.43,4,60,sunkus
12,10,2025-01-11,31.73,89.98,4,60,lengvas
12,11,2025-01-12,37.66,92.56,3,60,lengvas
12,12,2025-01-13,32.45,92.02,2,60,vidutinis
12,13,2025-01-14,40.63,88.88,3,60,sunkus
12,14,2025-01-15,29.77,95.63,0,60,vidutinis
12,15,2025-01-16,37.77,90.35,3,60,vidutinis
12,16,2025-01-17,35.27,90.94,2,60,lengvas
12,17,2025-01-18,38.56,90.95,1,60,lengvas
12,18,2025-01-19,38.56,88.95,2,60,sunkus
12,19,2025-01-20,34.51,91.7,1,60,vidutinis
12,20,2025-01-21,54.07,86.0,3,60,vidutinis
12,21,2025-01-22,42.13,88.62,3,60,lengvas
12,22,2025-01-23,36.87,94.63,3,60,lengvas
12,23,2025-01-24,34.84,89.95,2,60,vidutinis
12,24,2025-01-25,51.82,85.12,3,60,sunkus
12,25,2025-01-26,34.18,90.22,2,60,sunkus
12,26,2025-01-27,50.05,85.04,3,60,sunkus
12,27,2025-01-28,40.29,90.7,2,60,sunkus
12,28,2025-01-29,35.82,90.39,1,60,vidutinis
12,29,2025-01-30,39.55,88.11,3,60,lengvas
12,30,2025-01-31,39.92,89.11,4,60,vidutinis
13,1,2025-01-02,35.63,91.57,2,60,vidutinis
13,2,2025-01-03,43.69,87.8,3,60,lengvas
13,3,2025-01-04,44.47,88.6,4,60,sunkus
13,4,2025-01-05,50.92,87.05,3,60,sunkus
13,5,2025-01-06,28.4,91.83,2,60,vidutinis
13,6,2025-01-07,51.39,88.49,4,60,sunkus
13,7,2025-01-08,45.02,92.58,3,60,sunkus
13,8,2025-01-09,46.94,86.74,2,60,sunkus
13,9,2025-01-10,49.2,89.99,3,60,lengvas
13,10,2025-01-11,45.68,84.81,5,60,sunkus
13,11,2025-01-12,44.57,86.32,2,60,lengvas
13,12,2025-01-13,53.51,89.93,4,60,vidutinis
13,13,2025-01-14,53.25,88.14,2,60,vidutinis
13,14,2025-01-15,40.63,90.31,3,60,lengvas
13,15,2025-01-16,48.02,87.72,3,60,lengvas
13,16,2025-01-17,39.63,89.6,2,60,sunkus
13,17,2025-01-18,38.94,90.97,2,60,lengvas
13,18,2025-01-19,40.21,90.68,3,60,vidutinis
13,19,2025-01-20,42.65,90.87,2,60,lengvas
13,20,2025-01-21,50.77,88.09,3,60,lengvas
13,21,2025-01-22,51.02,86.72,4,60,lengvas
13,22,2025-01-23,49.12,87.51,4,60,lengvas
13,23,2025-01-24,50.2,86.62,4,60,vidutinis
13,24,2025-01-25,46.41,88.02,2,60,sunkus
13,25,2025-01-26,46.84,84.61,4,60,lengvas
13,26,2025-01-27,51.15,89.38,4,60,lengvas
13,27,2025-01-28,57.6,87.92,4,60,sunkus
13,28,2025-01-29,51.16,85.99,2,60,sunkus
13,29,2025-01-30,45.57,88.86,4,60,vidutinis
13,30,2025-01-31,47.92,86.79,2,60,lengvas
14,1,2025-01-02,41.5,89.52,2,60,lengvas
14,2,2025-01-03,40.08,88.93,2,60,sunkus
14,3,2025-01-04,54.51,83.55,3,60,lengvas
14,4,2025-01-05,42.31,89.98,4,60,vidutinis
14,5,2025-01-06,42.93,88.52,2,60,vidutinis
14,6,2025-01-07,47.54,90.01,2,60,lengvas
14,7,2025-01-08,47.13,90.18,2,60,sunkus
14,8,2025-01-09,45.74,88.42,2,60,lengvas
14,9,2025-01-10,53.27,85.57,3,60,vidutinis
14,10,2025-01-11,50.14,86.55,2,60,lengvas
14,11,2025-01-12,59.4,90.15,3,60,lengvas
14,12,2025-01-13,49.83,86.65,2,60,sunkus
14,13,2025-01-14,53.98,86.11,4,60,vidutinis
14,14,2025-01-15,51.05,86.13,4,60,sunkus
14,15,2025-01-16,50.93,89.41,3,60,lengvas
14,16,2025-01-17,55.66,85.62,3,60,lengvas
14,17,2025-01-18,44.74,88.71,4,60,lengvas
14,18,2025-01-19,61.02,88.02,4,60,sunkus
14,19,2025-01-20,54.53,86.36,4,60,vidutinis
14,20,2025-01-21,60.75,85.66,4,60,lengvas
14,21,2025-01-22,60.72,88.09,4,60,lengvas
14,22,2025-01-23,49.59,82.82,5,60,sunkus
14,23,2025-01-24,50.92,90.54,1,60,sunkus
14,24,2025-01-25,55.34,86.56,3,60,lengvas
14,25,2025-01-26,52.31,85.92,3,60,sunkus
14,26,2025-01-27,56.1,82.32,4,60,lengvas
14,27,2025-01-28,58.26,85.02,4,60,lengvas
14,28,2025-01-29,48.25,86.09,2,60,sunkus
14,29,2025-01-30,54.89,89.94,3,60,vidutinis
14,30,2025-01-31,57.56,86.3,4,60,lengvas
15,1,2025-01-02,46.41,88.96,4,60,sunkus
15,2,2025-01-03,59.45,85.2,2,60,sunkus
15,3,2025-01-04,56.12,90.12,2,60,lengvas
15,4,2025-01-05,52.88,85.68,4,60,vidutinis
15,5,2025-01-06,56.07,85.54,3,60,sunkus
15,6,2025-01-07,50.63,89.9,2,60,lengvas
15,7,2025-01-08,59.64,83.07,4,60,lengvas
15,8,2025-01-09,56.95,84.46,3,60,vidutinis
15,9,2025-01-10,62.55,88.72,4,60,lengvas
15,10,2025-01-11,65.77,86.22,4,60,vidutinis
15,11,2025-01-12,66.37,86.52,2,60,vidutinis
15,12,2025-01-13,62.91,83.67,4,60,sunkus
15,13,2025-01-14,50.11,89.25,3,60,lengvas
15,14,2025-01-15,60.08,86.08,4,60,lengvas
15,15,2025-01-16,57.64,85.09,3,60,sunkus
15,16,2025-01-17,57.65,89.1,3,60,vidutinis
15,17,2025-01-18,57.35,86.37,3,60,sunkus
15,18,2025-01-19,56.93,85.07,2,60,sunkus
15,19,2025-01-20,58.74,84.13,3,60,sunkus
15,20,2025-01-21,53.29,84.5,5,60,sunkus
15,21,2025-01-22,54.04,84.31,3,60,lengvas
15,22,2025-01-23,53.66,87.58,3,60,lengvas
15,23,2025-01-24,57.3,90.91,2,60,vidutinis
15,24,2025-01-25,53.24,87.43,4,60,lengvas
15,25,2025-01-26,58.59,86.38,4,60,vidutinis
15,26,2025-01-27,59.8,90.96,3,60,sunkus
15,27,2025-01-28,58.8,84.21,5,60,vidutinis
15,28,2025-01-29,57.83,86.55,4,60,lengvas
15,29,2025-01-30,60.42,83.42,5,60,lengvas
15,30,2025-01-31,54.56,88.25,2,60,sunkus
16,1,2025-01-02,40.3,92.83,3,60,lengvas
16,2,2025-01-03,42.34,89.96,3,60,lengvas
16,3,2025-01-04,44.28,91.33,2,60,sunkus
16,4,2025-01-05,45.67,87.78,3,60,lengvas
16,5,2025-01-06,47.94,85.65,3,60,vidutinis
16,6,2025-01-07,51.26,86.24,3,60,vidutinis
16,7,2025-01-08,48.02,87.63,3,60,vidutinis
16,8,2025-01-09,50.02,85.21,2,60,lengvas
16,9,2025-01-10,38.83,93.79,1,60,lengvas
16,10,2025-01-11,56.13,86.21,3,60,vidutinis
16,11,2025-01-12,59.93,85.49,4,60,sunkus
16,12,2025-01-13,52.72,84.3,3,60,lengvas
16,13,2025-01-14,52.17,90.1,1,60,vidutinis
16,14,2025-01-15,56.18,87.25,3,60,vidutinis
16,15,2025-01-16,43.44,87.44,4,60,vidutinis
16,16,2025-01-17,50.72,87.1,3,60,vidutinis
16,17,2025-01-18,41.18,92.25,1,60,sunkus
16,18,2025-01-19,54.68,88.36,4,60,sunkus
16,19,2025-01-20,55.91,89.21,3,60,vidutinis
16,20,2025-01-21,41.65,92.32,1,60,sunkus
16,21,2025-01-22,51.07,85.86,3,60,vidutinis
16,22,2025-01-23,51.78,88.2,3,60,vidutinis
16,23,2025-01-24,52.29,87.25,2,60,sunkus
16,24,2025-01-25,51.46,86.8,3,60,sunkus
16,25,2025-01-26,52.26,90.72,2,60,sunkus
16,26,2025-01-27,61.78,82.09,3,60,lengvas
16,27,2025-01-28,43.9,91.49,2,60,lengvas
16,28,2025-01-29,57.5,86.72,4,60,sunkus
16,29,2025-01-30,62.4,86.25,3,60,lengvas
16,30,2025-01-31,47.47,90.06,3,60,vidutinis
17,1,2025-01-02,43.58,90.45,2,60,sunkus
17,2,2025-01-03,45.23,88.41,3,60,sunkus
17,3,2025-01-04,43.8,83.97,4,60,vidutinis
17,4,2025-01-05,48.9,86.02,2,60,sunkus
17,5,2025-01-06,52.79,91.69,1,60,sunkus
17,6,2025-01-07,45.63,88.4,2,60,lengvas
17,7,2025-01-08,55.28,89.16,3,60,vidutinis
17,8,2025-01-09,49.65,88.48,3,60,sunkus
17,9,2025-01-10,46.93,88.47,3,60,lengvas
17,10,2025-01-11,50.8,87.99,4,60,vidutinis
17,11,2025-01-12,46.77,87.09,3,60,sunkus
